17732,0
4094,1
20346,2
13255,3
24034,4
25480,5
22489,6
19341,7
21156,8
21634,9
32944,10
21049,11
28242,12
20148,13
7112,14
22852,15
17987,16
20353,17
17842,18
18950,19
20942,20
25666,21
109,22
10346,23
1723,24
26826,25
17829,26
10591,27
19990,28
21550,29
18123,30
18803,31
18280,32
26279,33
954,34
27885,35
18497,36
13928,37
41159,38
19470,39
94674,40
30732,41
10392,42
18154,43
23034,44
30648,45
805,46
20929,47
15714,48
2211,49
1248,50
962,51
52423,52
190149,53
25079,54
15632,55
18307,56
34822,57
20616,58
17707,59
20255,60
18037,61
207226,62
39267,63
26613,64
36883,65
21117,66
66905,67
19556,68
21250,69
40023,70
16469,71
12429,72
52088,73
232,74
1520,75
16876,76
994,77
17237,78
23485,79
82001,80
39027,81
26605,82
27303,83
29428,84
43925,85
21945,86
28437,87
24964,88
27208,89
45891,90
17836,91
31076,92
20228,93
1560,94
13197,95
23091,96
27260,97
18253,98
241538,99
15315,100
29092,101
4548,102
72380,103
15193,104
18788,105
20762,106
46834,107
54352,108
10804,109
12500,110
17997,111
20208,112
19333,113
20644,114
20698,115
20930,116
17742,117
19762,118
17684,119
73118,120
4877,121
17009,122
36685,123
130783,124
4067,125
19829,126
98430,127
21575,128
47520,129
48047,130
17851,131
24862,132
34106,133
43810,134
60186,135
35215,136
41158,137
44522,138
134279,139
44961,140
22407,141
20914,142
24747,143
32088,144
53750,145
87600,146
18393,147
26824,148
32319,149
38475,150
38876,151
58674,152
61341,153
1245,154
26734,155
18215,156
22343,157
25984,158
18793,159
25969,160
32814,161
33573,162
59700,163
20128,164
35048,165
20299,166
30470,167
626,168
18165,169
18290,170
31630,171
31868,172
36379,173
83569,174
89362,175
17849,176
19140,177
17784,178
18000,179
35313,180
86697,181
14932,182
26114,183
31419,184
84672,185
1342,186
67347,187
1101,188
1268,189
11170,190
18088,191
18464,192
20308,193
43606,194
240030,195
9850,196
18503,197
19676,198
30360,199
20384,200
22341,201
45209,202
55439,203
68000,204
20405,205
25184,206
25529,207
26297,208
32672,209
33243,210
38079,211
70516,212
19646,213
23815,214
28013,215
47962,216
956,217
17748,218
18336,219
18353,220
24431,221
28328,222
29881,223
51140,224
110606,225
17694,226
8188,227
17929,228
20585,229
24147,230
26274,231
26820,232
29938,233
30880,234
34116,235
40698,236
50796,237
141557,238
27479,239
27898,240
50243,241
105613,242
17964,243
18453,244
25290,245
34396,246
37411,247
42044,248
4522,249
12232,250
20926,251
22543,252
23060,253
28557,254
18101,255
19844,256
24390,257
26096,258
26580,259
34788,260
37302,261
63903,262
76980,263
84462,264
18473,265
22091,266
24349,267
30240,268
31374,269
104891,270
145233,271
17870,272
20074,273
20830,274
26238,275
28283,276
30332,277
62643,278
72989,279
146128,280
9363,281
26883,282
37401,283
60796,284
109435,285
879,286
12695,287
29461,288
34325,289
35749,290
44002,291
64480,292
1278,293
2703,294
4746,295
6405,296
17845,297
28677,298
90769,299
19838,300
20176,301
21793,302
25248,303
25339,304
27050,305
71582,306
576,307
11039,308
17060,309
21742,310
28833,311
2011,312
13787,313
19627,314
28871,315
35002,316
37327,317
39690,318
40455,319
55220,320
57731,321
18155,322
18342,323
19871,324
23139,325
28251,326
30031,327
50321,328
50811,329
54284,330
60040,331
1051,332
9084,333
14031,334
16354,335
20892,336
27445,337
27955,338
50460,339
72686,340
10595,341
17663,342
17712,343
18130,344
29129,345
89502,346
91254,347
93947,348
9567,349
17873,350
20374,351
22102,352
26242,353
28059,354
34345,355
36573,356
38166,357
39091,358
43664,359
47377,360
76322,361
94452,362
128049,363
5414,364
15587,365
20267,366
21803,367
22210,368
31829,369
34805,370
42192,371
52490,372
11212,373
17843,374
17904,375
24450,376
42746,377
46255,378
48042,379
57844,380
65961,381
66197,382
8456,383
18593,384
21122,385
23317,386
23596,387
26870,388
35524,389
36946,390
36985,391
41820,392
46693,393
95472,394
157106,395
1273,396
13060,397
23122,398
38417,399
70597,400
77132,401
77862,402
163125,403
878,404
11085,405
18028,406
18343,407
22540,408
24839,409
30178,410
34326,411
46949,412
54792,413
55393,414
61195,415
84953,416
114569,417
189001,418
382,419
486,420
11613,421
14136,422
17858,423
20994,424
25670,425
28621,426
59599,427
84483,428
13235,429
23042,430
24230,431
44444,432
74130,433
75361,434
178889,435
12038,436
14144,437
18065,438
18346,439
20177,440
24006,441
28635,442
37444,443
41129,444
46774,445
51090,446
51548,447
75048,448
5431,449
14798,450
16678,451
17706,452
18150,453
21808,454
22648,455
27614,456
30365,457
35650,458
100024,459
113819,460
4844,461
12726,462
15174,463
18021,464
18202,465
19431,466
19881,467
20865,468
25674,469
36052,470
36778,471
52995,472
53269,473
54927,474
73413,475
87974,476
106591,477
9559,478
13842,479
14431,480
17790,481
18827,482
19244,483
22697,484
23493,485
28571,486
34414,487
39315,488
43430,489
46511,490
74763,491
76761,492
79320,493
84773,494
99130,495
6820,496
16816,497
17696,498
18071,499
19250,500
20073,501
21339,502
25519,503
32781,504
42559,505
56480,506
59056,507
63129,508
1145,509
10100,510
19775,511
20205,512
21556,513
28498,514
28950,515
29516,516
33302,517
37474,518
42038,519
42317,520
49427,521
53285,522
62562,523
63943,524
71791,525
76191,526
76966,527
92695,528
100547,529
144277,530
1997,531
10738,532
17810,533
19647,534
19984,535
20732,536
21529,537
21603,538
21823,539
23068,540
23103,541
27025,542
34912,543
35316,544
35902,545
36743,546
46022,547
56627,548
61700,549
92595,550
111774,551
127398,552
165214,553
8228,554
17961,555
18294,556
20106,557
21445,558
21744,559
34375,560
46792,561
61295,562
63311,563
17046,564
17728,565
17765,566
18186,567
21408,568
23071,569
36881,570
40085,571
40905,572
41725,573
42760,574
42826,575
43515,576
46721,577
49301,578
51795,579
55002,580
55736,581
56328,582
59032,583
61273,584
63275,585
66682,586
76550,587
83998,588
130577,589
144997,590
155596,591
172593,592
1368,593
1525,594
1639,595
8514,596
16792,597
17675,598
18008,599
18041,600
19045,601
24387,602
24726,603
26761,604
28566,605
28779,606
32336,607
33333,608
34782,609
43002,610
46494,611
50893,612
56362,613
60364,614
65351,615
86949,616
152658,617
153610,618
638,619
4491,620
9880,621
14842,622
17434,623
17772,624
18095,625
18128,626
19806,627
20400,628
20927,629
27243,630
27922,631
30132,632
30479,633
35464,634
36264,635
42171,636
48358,637
48890,638
50215,639
50669,640
53298,641
56696,642
57741,643
58757,644
60894,645
61140,646
82361,647
86682,648
157696,649
12842,650
15422,651
15962,652
17799,653
26473,654
26975,655
27153,656
27767,657
31608,658
31710,659
33690,660
36004,661
36269,662
37642,663
45651,664
52331,665
57209,666
75815,667
102372,668
1266,669
12854,670
18194,671
18605,672
24535,673
25795,674
28601,675
31149,676
41395,677
47484,678
47525,679
49894,680
57069,681
61523,682
1568,683
9306,684
9587,685
12354,686
15140,687
15219,688
17900,689
19408,690
20728,691
20978,692
21764,693
23867,694
26165,695
28893,696
30003,697
31335,698
32637,699
39899,700
48065,701
51191,702
53691,703
55853,704
56789,705
60206,706
67569,707
72752,708
73197,709
75283,710
77875,711
79248,712
80807,713
81747,714
101288,715
118057,716
141477,717
165761,718
4514,719
7129,720
8787,721
15909,722
18191,723
19074,724
19083,725
19324,726
19721,727
25922,728
27558,729
27621,730
28137,731
30477,732
30767,733
31671,734
40212,735
45568,736
46290,737
46371,738
50742,739
51764,740
60916,741
73015,742
79629,743
86908,744
88150,745
99944,746
123392,747
3,748
609,749
22194,750
22926,751
25594,752
26775,753
27262,754
28884,755
29054,756
34655,757
39121,758
41554,759
42858,760
42947,761
51610,762
54253,763
58016,764
62981,765
65216,766
65643,767
66745,768
84444,769
89150,770
89602,771
90018,772
111007,773
146164,774
1234,775
5926,776
6413,777
6859,778
15634,779
17336,780
17462,781
18100,782
18521,783
20527,784
21132,785
21140,786
24026,787
24136,788
24215,789
26385,790
27871,791
27894,792
27984,793
28453,794
30812,795
30877,796
45174,797
51766,798
54379,799
57322,800
57825,801
69331,802
77552,803
78460,804
78673,805
89692,806
91327,807
102475,808
149289,809
150603,810
164995,811
6741,812
14444,813
17620,814
17995,815
20584,816
24442,817
26390,818
27123,819
38253,820
42992,821
44836,822
48549,823
52253,824
52645,825
53240,826
53593,827
62122,828
63218,829
63734,830
70604,831
73322,832
75330,833
77140,834
78588,835
89315,836
90447,837
100088,838
106325,839
112715,840
118786,841
121364,842
130766,843
137299,844
2356,845
6501,846
12335,847
13242,848
16307,849
16324,850
18304,851
18893,852
21786,853
23914,854
27837,855
29161,856
30367,857
30408,858
30971,859
36741,860
41182,861
41531,862
46013,863
46090,864
46206,865
46925,866
48478,867
48835,868
56187,869
66253,870
74840,871
79113,872
87381,873
89023,874
89316,875
90318,876
95190,877
96670,878
104019,879
104098,880
106935,881
106982,882
116390,883
147869,884
150581,885
158826,886
167995,887
800,888
1880,889
6211,890
10139,891
10378,892
10790,893
10968,894
13593,895
15842,896
19892,897
21043,898
22765,899
25924,900
26404,901
27316,902
29944,903
30089,904
36287,905
38416,906
43132,907
43150,908
44228,909
45920,910
48366,911
49773,912
50902,913
52497,914
53518,915
54654,916
54700,917
56314,918
61697,919
66741,920
68407,921
70955,922
72389,923
90238,924
104822,925
157702,926
187033,927
194545,928
210993,929
548,930
4680,931
8223,932
8813,933
11847,934
14965,935
15722,936
17762,937
18175,938
19005,939
19925,940
20285,941
21856,942
24205,943
30978,944
31718,945
39612,946
41258,947
51050,948
52576,949
55046,950
55254,951
60743,952
62162,953
62474,954
65730,955
67024,956
68887,957
70482,958
78348,959
79129,960
84648,961
97416,962
97642,963
109214,964
123396,965
129015,966
138116,967
156967,968
191614,969
7133,970
15783,971
16547,972
17702,973
17708,974
18212,975
18283,976
18809,977
19144,978
19776,979
20755,980
21674,981
28382,982
30607,983
31597,984
34372,985
36303,986
37292,987
38727,988
41393,989
43444,990
45438,991
51293,992
55909,993
57030,994
57354,995
57538,996
57676,997
70472,998
71775,999
